IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
155.248.174.71,2083,0,true,NRT,Asia Pacific,Tokyo,98,0.00
158.101.69.12,8880,8880,false,NRT,Asia Pacific,Tokyo,98,0.00
158.101.158.238,2082,2082,false,NRT,Asia Pacific,Tokyo,98,0.00
158.179.178.142,2082,2082,false,NRT,Asia Pacific,Tokyo,98,0.00
150.230.105.179,2082,0,false,NRT,Asia Pacific,Tokyo,98,0.00
158.101.140.252,2095,0,false,NRT,Asia Pacific,Tokyo,98,0.00
141.147.147.28,443,443,true,KIX,Asia Pacific,Osaka,99,0.00
150.230.105.183,2095,0,false,NRT,Asia Pacific,Tokyo,99,0.00
158.101.136.128,2052,0,false,NRT,Asia Pacific,Tokyo,99,0.00
150.230.105.179,80,80,false,NRT,Asia Pacific,Tokyo,99,0.00
141.147.163.68,443,0,true,NRT,Asia Pacific,Tokyo,99,0.00
141.147.167.40,2082,2082,false,NRT,Asia Pacific,Tokyo,99,0.00
168.138.217.146,8880,8880,false,NRT,Asia Pacific,Tokyo,99,0.00
141.147.175.230,8080,8080,false,NRT,Asia Pacific,Tokyo,99,0.00
150.230.219.168,2087,2087,true,NRT,Asia Pacific,Tokyo,99,0.00
150.230.101.13,2095,2095,false,NRT,Asia Pacific,Tokyo,99,0.00
150.230.106.21,2053,0,true,NRT,Asia Pacific,Tokyo,99,0.00
140.238.50.99,8080,0,false,NRT,Asia Pacific,Tokyo,99,0.00
155.248.177.90,8443,0,true,NRT,Asia Pacific,Tokyo,99,0.00
158.101.140.252,8880,0,false,NRT,Asia Pacific,Tokyo,99,0.00
155.248.166.141,2083,0,true,NRT,Asia Pacific,Tokyo,99,0.00
158.179.176.239,2096,2096,true,NRT,Asia Pacific,Tokyo,99,0.00
138.2.0.217,2096,2096,true,NRT,Asia Pacific,Tokyo,99,0.00
152.70.71.205,443,0,true,HYD,Asia Pacific,Hyderabad,99,0.00
138.3.210.114,2052,2052,false,NRT,Asia Pacific,Tokyo,99,0.00
150.230.101.13,8880,8880,false,NRT,Asia Pacific,Tokyo,99,0.00
152.70.106.13,2086,2086,false,NRT,Asia Pacific,Tokyo,99,0.00
141.147.186.210,2095,2095,false,NRT,Asia Pacific,Tokyo,99,0.00
138.3.217.39,2052,2052,false,NRT,Asia Pacific,Tokyo,99,0.00
168.138.207.64,2082,2082,false,NRT,Asia Pacific,Tokyo,99,0.00
158.101.150.74,8880,8880,false,NRT,Asia Pacific,Tokyo,99,0.00
138.3.220.4,2052,2052,false,NRT,Asia Pacific,Tokyo,100,0.00
168.138.205.195,2087,2087,true,NRT,Asia Pacific,Tokyo,100,0.00
158.101.93.200,2052,0,false,NRT,Asia Pacific,Tokyo,100,0.00
140.238.39.87,2086,0,false,NRT,Asia Pacific,Tokyo,100,0.00
141.147.175.230,8880,8880,false,NRT,Asia Pacific,Tokyo,100,0.00
150.230.109.138,8080,8080,false,NRT,Asia Pacific,Tokyo,100,0.00
155.248.160.83,8080,0,false,NRT,Asia Pacific,Tokyo,100,0.00
138.3.222.50,2083,0,true,NRT,Asia Pacific,Tokyo,100,0.00
131.186.37.49,2083,0,true,NRT,Asia Pacific,Tokyo,100,0.00
132.226.5.21,2082,2082,false,NRT,Asia Pacific,Tokyo,100,0.00
168.138.209.84,2082,2082,false,NRT,Asia Pacific,Tokyo,100,0.00
168.138.200.155,2095,2095,false,NRT,Asia Pacific,Tokyo,100,0.00
155.248.160.116,8880,0,false,NRT,Asia Pacific,Tokyo,100,0.00
168.138.200.155,2087,2087,true,NRT,Asia Pacific,Tokyo,100,0.00
138.2.6.248,8080,0,false,NRT,Asia Pacific,Tokyo,100,0.00
140.238.36.216,80,0,false,NRT,Asia Pacific,Tokyo,100,0.00
138.2.19.122,2052,0,false,NRT,Asia Pacific,Tokyo,100,0.00
132.145.123.14,8443,0,true,NRT,Asia Pacific,Tokyo,100,0.00
140.238.61.78,2053,2053,true,NRT,Asia Pacific,Tokyo,100,0.00
140.238.41.167,2052,0,false,NRT,Asia Pacific,Tokyo,100,0.00
140.83.35.10,2095,2095,false,NRT,Asia Pacific,Tokyo,100,0.00
150.230.97.239,8880,8880,false,NRT,Asia Pacific,Tokyo,100,0.00
132.226.9.173,2082,0,false,NRT,Asia Pacific,Tokyo,100,0.00
158.101.149.52,80,0,false,NRT,Asia Pacific,Tokyo,100,0.00
132.145.112.168,2082,0,false,NRT,Asia Pacific,Tokyo,100,0.00
168.138.215.188,80,80,false,NRT,Asia Pacific,Tokyo,100,0.00
131.186.37.49,8080,0,false,NRT,Asia Pacific,Tokyo,100,0.00
131.186.36.248,8080,0,false,NRT,Asia Pacific,Tokyo,100,0.00
150.230.108.82,8880,0,false,NRT,Asia Pacific,Tokyo,100,0.00
158.101.90.190,2082,2082,false,NRT,Asia Pacific,Tokyo,100,0.00
155.248.182.244,80,0,false,NRT,Asia Pacific,Tokyo,100,0.00
150.230.108.82,2095,0,false,NRT,Asia Pacific,Tokyo,100,0.00
158.101.131.218,8880,0,false,NRT,Asia Pacific,Tokyo,101,0.00
150.230.105.53,80,80,false,NRT,Asia Pacific,Tokyo,101,0.00
138.3.212.226,2095,2095,false,NRT,Asia Pacific,Tokyo,101,0.00
158.101.136.239,2086,0,false,NRT,Asia Pacific,Tokyo,101,0.00
132.145.115.17,2086,0,false,NRT,Asia Pacific,Tokyo,101,0.00
150.230.101.13,2086,2086,false,NRT,Asia Pacific,Tokyo,101,0.00
150.230.108.135,8443,0,true,NRT,Asia Pacific,Tokyo,101,0.00
158.101.136.128,2086,0,false,NRT,Asia Pacific,Tokyo,101,0.00
168.138.44.120,443,0,true,NRT,Asia Pacific,Tokyo,101,0.00
158.179.189.106,2086,2086,false,NRT,Asia Pacific,Tokyo,101,0.00
158.101.95.113,2052,0,false,NRT,Asia Pacific,Tokyo,101,0.00
151.145.74.56,8880,0,false,NRT,Asia Pacific,Tokyo,101,0.00
132.226.5.76,8080,0,false,NRT,Asia Pacific,Tokyo,101,0.00
150.230.196.248,443,443,true,NRT,Asia Pacific,Tokyo,101,0.00
158.101.145.246,2083,2083,true,NRT,Asia Pacific,Tokyo,101,0.00
140.238.54.166,2082,0,false,NRT,Asia Pacific,Tokyo,101,0.00
150.230.105.53,2095,0,false,NRT,Asia Pacific,Tokyo,101,0.00
150.230.98.39,2086,2086,false,NRT,Asia Pacific,Tokyo,102,0.00
150.230.219.83,8880,8880,false,NRT,Asia Pacific,Tokyo,102,0.00
140.238.32.112,2095,0,false,NRT,Asia Pacific,Tokyo,102,0.00
138.2.14.209,2052,2052,false,NRT,Asia Pacific,Tokyo,102,0.00
150.230.106.21,2086,2086,false,NRT,Asia Pacific,Tokyo,102,0.00
140.238.51.184,2086,0,false,NRT,Asia Pacific,Tokyo,102,0.00
132.226.6.5,2087,0,true,NRT,Asia Pacific,Tokyo,102,0.00
138.3.223.50,2095,2095,false,NRT,Asia Pacific,Tokyo,102,0.00
138.3.223.70,8080,8080,false,NRT,Asia Pacific,Tokyo,102,0.00
158.101.159.212,2095,0,false,NRT,Asia Pacific,Tokyo,102,0.00
140.238.35.195,2082,0,false,NRT,Asia Pacific,Tokyo,102,0.00
132.226.5.76,2082,0,false,NRT,Asia Pacific,Tokyo,102,0.00
168.138.212.74,2053,2053,true,NRT,Asia Pacific,Tokyo,102,0.00
138.3.223.9,80,0,false,NRT,Asia Pacific,Tokyo,102,0.00
138.3.212.162,8080,8080,false,NRT,Asia Pacific,Tokyo,102,0.00
138.2.14.77,2082,0,false,NRT,Asia Pacific,Tokyo,102,0.00
155.248.162.160,2052,0,false,NRT,Asia Pacific,Tokyo,102,0.00
140.238.33.161,443,443,true,NRT,Asia Pacific,Tokyo,102,0.00
151.145.74.56,8080,8080,false,NRT,Asia Pacific,Tokyo,102,0.00
150.230.219.83,2096,2096,true,NRT,Asia Pacific,Tokyo,102,0.00
140.83.38.243,80,80,false,NRT,Asia Pacific,Tokyo,102,0.00
132.226.6.5,2053,2053,true,NRT,Asia Pacific,Tokyo,102,0.00
140.238.32.112,2053,2053,true,NRT,Asia Pacific,Tokyo,102,0.00
151.145.65.108,2082,0,false,NRT,Asia Pacific,Tokyo,103,0.00
158.101.140.252,2052,0,false,NRT,Asia Pacific,Tokyo,103,0.00
132.226.5.102,2095,2095,false,NRT,Asia Pacific,Tokyo,103,0.00
132.145.121.125,8880,8880,false,NRT,Asia Pacific,Tokyo,103,0.00
158.179.186.251,2086,2086,false,NRT,Asia Pacific,Tokyo,103,0.00
150.230.97.239,80,80,false,NRT,Asia Pacific,Tokyo,103,0.00
140.83.36.42,2086,2086,false,NRT,Asia Pacific,Tokyo,103,0.00
152.70.103.145,2095,2095,false,NRT,Asia Pacific,Tokyo,103,0.00
138.3.211.101,2095,2095,false,NRT,Asia Pacific,Tokyo,103,0.00
138.2.7.72,2082,0,false,NRT,Asia Pacific,Tokyo,103,0.00
138.2.10.251,8080,8080,false,NRT,Asia Pacific,Tokyo,103,0.00
168.138.196.237,2053,2053,true,NRT,Asia Pacific,Tokyo,103,0.00
168.138.192.185,2087,2087,true,NRT,Asia Pacific,Tokyo,103,0.00
132.226.9.173,8880,8880,false,NRT,Asia Pacific,Tokyo,103,0.00
150.230.101.125,2086,2086,false,NRT,Asia Pacific,Tokyo,103,0.00
158.179.184.144,80,0,false,NRT,Asia Pacific,Tokyo,103,0.00
138.3.222.50,8880,0,false,NRT,Asia Pacific,Tokyo,103,0.00
141.147.160.221,2096,0,true,NRT,Asia Pacific,Tokyo,103,0.00
150.230.201.63,2053,2053,true,NRT,Asia Pacific,Tokyo,103,0.00
150.230.104.197,2052,2052,false,NRT,Asia Pacific,Tokyo,103,0.00
151.145.65.203,2095,2095,false,NRT,Asia Pacific,Tokyo,103,0.00
138.2.20.48,2082,2082,false,NRT,Asia Pacific,Tokyo,103,0.00
138.2.9.66,8080,0,false,NRT,Asia Pacific,Tokyo,103,0.00
132.145.114.14,2086,0,false,NRT,Asia Pacific,Tokyo,103,0.00
155.248.167.70,8880,0,false,NRT,Asia Pacific,Tokyo,103,0.00
132.226.5.21,80,0,false,NRT,Asia Pacific,Tokyo,103,0.00
132.145.120.197,2096,0,true,NRT,Asia Pacific,Tokyo,103,0.00
150.230.211.69,443,443,true,NRT,Asia Pacific,Tokyo,103,0.00
140.238.39.33,2052,0,false,NRT,Asia Pacific,Tokyo,104,0.00
141.147.174.190,2096,2096,true,NRT,Asia Pacific,Tokyo,104,0.00
138.2.14.164,8080,0,false,NRT,Asia Pacific,Tokyo,104,0.00
150.230.105.183,8080,0,false,NRT,Asia Pacific,Tokyo,104,0.00
150.230.61.252,80,0,false,KIX,Asia Pacific,Osaka,104,0.00
150.230.101.125,2052,0,false,NRT,Asia Pacific,Tokyo,104,0.00
138.3.216.67,2095,2095,false,NRT,Asia Pacific,Tokyo,104,0.00
150.230.107.197,8880,8880,false,NRT,Asia Pacific,Tokyo,104,0.00
140.83.37.223,443,443,true,NRT,Asia Pacific,Tokyo,104,0.00
150.230.107.197,2082,2082,false,NRT,Asia Pacific,Tokyo,104,0.00
151.145.74.56,2095,0,false,NRT,Asia Pacific,Tokyo,104,0.00
132.145.127.21,2082,2082,false,NRT,Asia Pacific,Tokyo,105,0.00
155.248.168.251,8443,8443,true,NRT,Asia Pacific,Tokyo,105,0.00
150.230.101.13,80,80,false,NRT,Asia Pacific,Tokyo,105,0.00
168.138.206.236,2053,2053,true,NRT,Asia Pacific,Tokyo,105,0.00
158.101.158.251,8080,0,false,NRT,Asia Pacific,Tokyo,105,0.00
158.101.88.214,2095,2095,false,NRT,Asia Pacific,Tokyo,105,0.00
141.147.186.210,8080,8080,false,NRT,Asia Pacific,Tokyo,105,0.00
138.3.222.135,443,443,true,NRT,Asia Pacific,Tokyo,105,0.00
140.238.37.162,8443,0,true,NRT,Asia Pacific,Tokyo,106,0.00
138.2.27.113,8080,0,false,NRT,Asia Pacific,Tokyo,106,0.00
150.230.99.173,2095,2095,false,NRT,Asia Pacific,Tokyo,106,0.00
140.238.44.118,2086,0,false,NRT,Asia Pacific,Tokyo,106,0.00
150.230.105.183,80,0,false,NRT,Asia Pacific,Tokyo,106,0.00
155.248.169.25,80,0,false,NRT,Asia Pacific,Tokyo,106,0.00
131.186.46.75,8880,0,false,NRT,Asia Pacific,Tokyo,106,0.00
132.145.123.6,8443,0,true,NRT,Asia Pacific,Tokyo,106,0.00
150.230.97.239,2095,2095,false,NRT,Asia Pacific,Tokyo,106,0.00
138.3.216.181,2086,0,false,NRT,Asia Pacific,Tokyo,107,0.00
150.230.107.197,2052,2052,false,NRT,Asia Pacific,Tokyo,107,0.00
132.145.113.148,2083,0,true,NRT,Asia Pacific,Tokyo,107,0.00
158.101.65.24,80,80,false,NRT,Asia Pacific,Tokyo,107,0.00
132.145.114.14,80,0,false,NRT,Asia Pacific,Tokyo,107,0.00
131.186.63.127,2052,0,false,NRT,Asia Pacific,Tokyo,107,0.00
158.179.178.145,80,80,false,NRT,Asia Pacific,Tokyo,108,0.00
138.2.7.72,2086,0,false,NRT,Asia Pacific,Tokyo,108,0.00
138.3.223.70,2083,2083,true,NRT,Asia Pacific,Tokyo,108,0.00
132.145.120.103,2052,0,false,NRT,Asia Pacific,Tokyo,108,0.00
150.230.109.252,2082,2082,false,NRT,Asia Pacific,Tokyo,108,0.00
132.226.5.76,80,80,false,NRT,Asia Pacific,Tokyo,108,0.00
138.2.24.114,2086,2086,false,NRT,Asia Pacific,Tokyo,108,0.00
168.138.208.17,2082,2082,false,NRT,Asia Pacific,Tokyo,108,0.00
155.248.162.233,80,0,false,NRT,Asia Pacific,Tokyo,108,0.00
132.145.117.33,8880,0,false,NRT,Asia Pacific,Tokyo,108,0.00
151.145.69.174,2087,2087,true,NRT,Asia Pacific,Tokyo,109,0.00
138.2.13.200,80,0,false,NRT,Asia Pacific,Tokyo,109,0.00
132.226.8.9,8080,0,false,NRT,Asia Pacific,Tokyo,109,0.00
150.230.97.239,2086,2086,false,NRT,Asia Pacific,Tokyo,109,0.00
168.138.195.31,2052,2052,false,NRT,Asia Pacific,Tokyo,109,0.00
155.248.166.141,80,0,false,NRT,Asia Pacific,Tokyo,109,0.00
132.226.6.5,80,80,false,NRT,Asia Pacific,Tokyo,109,0.00
158.179.190.253,2086,2086,false,NRT,Asia Pacific,Tokyo,109,0.00
132.226.9.173,2095,2095,false,NRT,Asia Pacific,Tokyo,110,0.00
150.230.97.239,8080,8080,false,NRT,Asia Pacific,Tokyo,110,0.00
150.230.197.156,8443,8443,true,NRT,Asia Pacific,Tokyo,110,0.00
155.248.176.98,2095,2095,false,NRT,Asia Pacific,Tokyo,110,0.00
150.230.221.219,2087,2087,true,NRT,Asia Pacific,Tokyo,110,0.00
155.248.167.70,2086,0,false,NRT,Asia Pacific,Tokyo,110,0.00
158.179.178.145,2083,2083,true,NRT,Asia Pacific,Tokyo,111,0.00
141.147.164.54,2083,2083,true,NRT,Asia Pacific,Tokyo,111,0.00
150.230.107.197,2086,2086,false,NRT,Asia Pacific,Tokyo,111,0.00
132.145.127.21,2096,0,true,NRT,Asia Pacific,Tokyo,111,0.00
138.2.20.230,8880,8880,false,NRT,Asia Pacific,Tokyo,111,0.00
168.138.211.131,8443,8443,true,NRT,Asia Pacific,Tokyo,111,0.00
158.101.90.190,2095,2095,false,NRT,Asia Pacific,Tokyo,111,0.00
158.101.92.156,8080,0,false,NRT,Asia Pacific,Tokyo,111,0.00
140.83.35.10,2087,2087,true,NRT,Asia Pacific,Tokyo,111,0.00
138.2.13.133,8880,0,false,NRT,Asia Pacific,Tokyo,112,0.00
132.145.121.247,2086,0,false,NRT,Asia Pacific,Tokyo,112,0.00
158.101.133.129,2052,0,false,NRT,Asia Pacific,Tokyo,112,0.00
158.101.145.246,2082,0,false,NRT,Asia Pacific,Tokyo,112,0.00
150.230.107.94,2086,2086,false,NRT,Asia Pacific,Tokyo,112,0.00
141.147.178.115,8443,8443,true,NRT,Asia Pacific,Tokyo,113,0.00
138.3.210.114,8080,8080,false,NRT,Asia Pacific,Tokyo,113,0.00
158.101.145.246,2087,0,true,NRT,Asia Pacific,Tokyo,113,0.00
155.248.185.38,2052,0,false,NRT,Asia Pacific,Tokyo,113,0.00
131.186.44.38,2095,0,false,NRT,Asia Pacific,Tokyo,113,0.00
138.2.6.252,2086,2086,false,NRT,Asia Pacific,Tokyo,114,0.00
132.145.124.198,2096,0,true,NRT,Asia Pacific,Tokyo,114,0.00
141.147.168.159,2053,2053,true,NRT,Asia Pacific,Tokyo,115,0.00
141.147.164.153,2083,0,true,NRT,Asia Pacific,Tokyo,115,0.00
131.186.47.255,2052,0,false,NRT,Asia Pacific,Tokyo,115,0.00
168.138.206.68,2095,2095,false,NRT,Asia Pacific,Tokyo,115,0.00
141.147.160.86,2096,2096,true,NRT,Asia Pacific,Tokyo,115,0.00
158.101.131.218,2082,0,false,NRT,Asia Pacific,Tokyo,116,0.00
155.248.176.68,8880,0,false,NRT,Asia Pacific,Tokyo,117,0.00
168.138.201.0,443,0,true,NRT,Asia Pacific,Tokyo,118,0.00
138.3.223.70,8443,8443,true,NRT,Asia Pacific,Tokyo,118,0.00
158.179.178.145,2096,2096,true,NRT,Asia Pacific,Tokyo,118,0.00
150.230.213.95,2053,2053,true,NRT,Asia Pacific,Tokyo,118,0.00
168.138.212.40,2096,2096,true,NRT,Asia Pacific,Tokyo,122,0.00
168.138.205.195,2096,2096,true,NRT,Asia Pacific,Tokyo,122,0.00
132.226.5.102,80,80,false,NRT,Asia Pacific,Tokyo,122,0.00
151.145.65.108,2053,0,true,NRT,Asia Pacific,Tokyo,122,0.00
151.145.68.74,443,443,true,NRT,Asia Pacific,Tokyo,126,0.00
168.138.212.196,2096,2096,true,HKG,Asia Pacific,Hong Kong,132,0.00
150.230.221.219,2053,2053,true,NRT,Asia Pacific,Tokyo,133,0.00
140.238.32.184,2083,2083,true,NRT,Asia Pacific,Tokyo,137,0.00
150.230.105.228,80,0,false,HKG,Asia Pacific,Hong Kong,149,0.00
132.226.205.66,443,0,true,FRA,Europe,Frankfurt,153,0.00
141.147.59.207,443,0,true,FRA,Europe,Frankfurt,153,0.00
150.230.105.228,8880,8880,false,HKG,Asia Pacific,Hong Kong,154,0.00
141.147.178.135,2052,2052,false,HKG,Asia Pacific,Hong Kong,159,0.00
132.145.121.242,2052,0,false,HKG,Asia Pacific,Hong Kong,159,0.00
150.230.105.228,2095,2095,false,HKG,Asia Pacific,Hong Kong,159,0.00
138.3.215.11,80,80,false,HKG,Asia Pacific,Hong Kong,160,0.00
141.147.178.135,2096,2096,true,HKG,Asia Pacific,Hong Kong,160,0.00
158.101.148.221,80,0,false,HKG,Asia Pacific,Hong Kong,162,0.00
158.101.148.221,2086,2086,false,HKG,Asia Pacific,Hong Kong,162,0.00
150.230.105.228,8080,8080,false,HKG,Asia Pacific,Hong Kong,163,0.00
152.70.166.114,443,0,true,FRA,Europe,Frankfurt,164,0.00
150.230.105.228,2082,0,false,HKG,Asia Pacific,Hong Kong,165,0.00
89.168.82.82,443,443,true,FRA,Europe,Frankfurt,166,0.00
132.226.193.37,2096,0,true,FRA,Europe,Frankfurt,169,0.00
130.162.182.195,443,80,false,LHR,Europe,London,169,0.00
84.235.161.122,443,443,true,FRA,Europe,Frankfurt,171,0.00
168.138.196.164,2087,2087,true,HKG,Asia Pacific,Hong Kong,172,0.00
144.21.63.117,443,0,true,FRA,Europe,Frankfurt,174,0.00
143.47.252.106,443,443,true,FRA,Europe,Frankfurt,174,0.00
141.147.46.2,443,0,true,FRA,Europe,Frankfurt,177,0.00
158.101.174.238,443,0,true,FRA,Europe,Frankfurt,179,0.00
130.61.94.207,443,443,true,FRA,Europe,Frankfurt,180,0.00
129.159.200.186,443,0,true,FRA,Europe,Frankfurt,180,0.00
144.21.50.147,443,443,true,FRA,Europe,Frankfurt,180,0.00
141.147.61.116,2053,0,true,FRA,Europe,Frankfurt,181,0.00
89.168.118.76,443,443,true,FRA,Europe,Frankfurt,182,0.00
130.162.59.91,443,0,true,FRA,Europe,Frankfurt,184,0.00
130.162.188.226,443,443,true,FRA,Europe,Frankfurt,185,0.00
129.159.197.137,8443,443,true,FRA,Europe,Frankfurt,185,0.00
152.70.189.242,443,0,true,FRA,Europe,Frankfurt,190,0.00
150.230.22.35,443,0,true,FRA,Europe,Frankfurt,191,0.00
130.162.170.110,443,0,true,FRA,Europe,Frankfurt,197,0.00
129.146.243.241,443,0,true,LAX,North America,Los Angeles,203,0.00
168.138.15.75,443,0,true,MEL,Oceania,Melbourne,211,0.00
143.47.253.150,443,443,true,FRA,Europe,Frankfurt,212,0.00
129.153.120.171,443,443,true,LAX,North America,Los Angeles,213,0.00
129.80.16.248,443,0,true,IAD,North America,Ashburn,219,0.00
150.136.7.217,443,0,true,IAD,North America,Ashburn,221,0.00
158.101.10.105,443,443,true,LAX,North America,Los Angeles,230,0.00
129.213.150.205,80,80,false,IAD,North America,Ashburn,242,0.00
143.47.237.197,443,443,true,FRA,Europe,Frankfurt,261,0.00
150.136.61.148,443,443,true,IAD,North America,Ashburn,275,0.00
192.18.150.85,2083,0,true,YYZ,North America,Toronto,277,0.00
150.230.44.13,443,443,true,SJC,North America,San Jose,361,0.00
192.18.134.231,443,443,true,SJC,North America,San Jose,385,0.00
150.230.44.131,8443,0,true,SJC,North America,San Jose,390,0.00
192.9.235.224,80,0,false,SJC,North America,San Jose,392,0.00
152.67.251.79,80,0,false,SJC,North America,San Jose,404,0.00
192.18.140.32,443,443,true,SJC,North America,San Jose,428,0.00
192.9.233.198,443,0,false,SJC,North America,San Jose,436,0.00
192.9.230.211,80,0,false,SJC,North America,San Jose,467,0.00
